num_workers,eta,beta,alpha,alpha_pull,loss
1,0.05,0.5,0.325,0.775,57.90608083695665
1,0.05,0.5,0.325,1.0,40.37196036187793
1,0.05,0.5,0.55,0.1,13.971874900190912
1,0.05,0.5,0.55,0.325,28.73868141286486
1,0.05,0.5,0.55,0.55,16.45658991237335
1,0.05,0.5,0.55,0.775,30.478464716401767
1,0.05,0.5,0.55,1.0,12.330778793284939
1,0.05,0.5,0.775,0.1,19.99895883903147
1,0.05,0.5,0.775,0.325,5.502841619023215
1,0.05,0.5,0.775,0.55,7.348460845519021
1,0.05,0.5,0.775,0.775,16.456589904768663
1,0.05,0.5,0.775,1.0,13.77686890413906
1,0.05,0.5,1.0,0.1,24.23110225029925
1,0.05,0.5,1.0,0.325,5.307562490021389
1,0.05,0.5,1.0,0.55,8.068752464146248
1,0.05,0.5,1.0,0.775,23.984624434420354
1,0.05,0.5,1.0,1.0,16.19999999999999
1,0.05,1.0,0.1,0.1,45.871342046226275
1,0.05,1.0,0.1,0.325,74.82331694969801
1,0.05,1.0,0.1,0.55,100.78730375636913
1,0.05,1.0,0.1,0.775,114.59215881335179
1,0.05,1.0,0.1,1.0,103.97643924894932
1,0.05,1.0,0.325,0.1,5.906629926349287
1,0.05,1.0,0.325,0.325,16.456589912373374
1,0.05,1.0,0.325,0.55,39.48900998531486
1,0.05,1.0,0.325,0.775,57.90608083695665
1,0.05,1.0,0.325,1.0,40.37196036187793
1,0.05,1.0,0.55,0.1,13.971874900190912
1,0.05,1.0,0.55,0.325,28.73868141286486
1,0.05,1.0,0.55,0.55,16.45658991237335
1,0.05,1.0,0.55,0.775,30.478464716401767
1,0.05,1.0,0.55,1.0,12.330778793284939
1,0.05,1.0,0.775,0.1,19.99895883903147
1,0.05,1.0,0.775,0.325,5.502841619023215
1,0.05,1.0,0.775,0.55,7.348460845519021
1,0.05,1.0,0.775,0.775,16.456589904768663
1,0.05,1.0,0.775,1.0,13.77686890413906
1,0.05,1.0,1.0,0.1,24.23110225029925
1,0.05,1.0,1.0,0.325,5.307562490021389
1,0.05,1.0,1.0,0.55,8.068752464146248
1,0.05,1.0,1.0,0.775,23.984624434420354
1,0.05,1.0,1.0,1.0,16.19999999999999
1,0.05,2.0,0.1,0.1,45.871342046226275
1,0.05,2.0,0.1,0.325,74.82331694969801
1,0.05,2.0,0.1,0.55,100.78730375636913
1,0.05,2.0,0.1,0.775,114.59215881335179
1,0.05,2.0,0.1,1.0,103.97643924894932
1,0.05,2.0,0.325,0.1,5.906629926349287
1,0.05,2.0,0.325,0.325,16.456589912373374
1,0.05,2.0,0.325,0.55,39.48900998531486
1,0.05,2.0,0.325,0.775,57.90608083695665
1,0.05,2.0,0.325,1.0,40.37196036187793
1,0.05,2.0,0.55,0.1,13.971874900190912
1,0.05,2.0,0.55,0.325,28.73868141286486
1,0.05,2.0,0.55,0.55,16.45658991237335
1,0.05,2.0,0.55,0.775,30.478464716401767
1,0.05,2.0,0.55,1.0,12.330778793284939
1,0.05,2.0,0.775,0.1,19.99895883903147
1,0.05,2.0,0.775,0.325,5.502841619023215
1,0.05,2.0,0.775,0.55,7.348460845519021
1,0.05,2.0,0.775,0.775,16.456589904768663
1,0.05,2.0,0.775,1.0,13.77686890413906
1,0.05,2.0,1.0,0.1,24.23110225029925
1,0.05,2.0,1.0,0.325,5.307562490021389
1,0.05,2.0,1.0,0.55,8.068752464146248
1,0.05,2.0,1.0,0.775,23.984624434420354
1,0.05,2.0,1.0,1.0,16.19999999999999
